word	pos	english	register	chain_theme_id	difficulty	fun_score	explanation	source
fulgurante	adjective	dazzling, meteoric	literary_poetic	0	4	7	fulgurante — dazzling, meteoric, lightning-quick (éxito fulgurante)	PCIC C2 / RAE
fútil	adjective	futile, trivial	literary_poetic	0	4	7	fútil — futile, trivial, of no importance	PCIC C2 / RAE
garante	noun	guarantor	legal_juridical	3	4	6	garante — guarantor, one who gives or is a guarantee	PCIC C2 / RAE
genuflexión	noun	genuflection	literary_poetic	0	5	7	genuflexión — genuflection, the act of kneeling in reverence	PCIC C2 / RAE
glacial	adjective	glacial, icy	literary_poetic	0	4	6	glacial — glacial, icy; also: extremely cold in manner	PCIC C2 / RAE
gradación	noun	gradation, gradual change	philosophical_rhetorical	2	4	6	gradación — gradation, a gradual progression of stages	PCIC C2 / RAE
granjearse	verb	to earn, to win (affection)	literary_poetic	0	4	7	granjearse — to earn, to win (respect, affection, enemies)	PCIC C2 / RAE
gravamen	noun	encumbrance, tax burden	legal_juridical	3	5	7	gravamen — encumbrance (on property), tax burden	PCIC C2 / RAE
guadaña	noun	scythe	literary_poetic	0	4	8	guadaña — scythe (the tool; also symbol of death)	PCIC C2 / RAE
halagador	adjective	flattering, gratifying	literary_poetic	0	4	6	halagador — flattering, gratifying, pleasing	PCIC C2 / RAE
hastío	noun	boredom, satiety, disgust	literary_poetic	0	4	7	hastío — boredom, satiety, ennui, disgust	PCIC C2 / RAE
hecatombe	noun	hecatomb, disaster	literary_poetic	0	5	8	hecatombe — hecatomb (great sacrifice of many victims); a great disaster or loss	PCIC C2 / RAE
hedonismo	noun	hedonism	philosophical_rhetorical	2	4	7	hedonismo — hedonism, the pursuit of pleasure as the highest good	PCIC C2 / RAE
hegemonismo	noun	hegemonism	economic_political_advanced	7	5	7	hegemonismo — hegemonism, a policy of seeking hegemony or dominance	PCIC C2 / RAE
henchir	verb	to fill, to stuff	literary_poetic	0	5	7	henchir — to fill, to stuff, to swell with pride	PCIC C2 / RAE
hercúleo	adjective	herculean, gigantic	literary_poetic	0	4	8	hercúleo — herculean, requiring enormous strength, gigantic	PCIC C2 / RAE
heterodoxia	noun	heterodoxy, unorthodoxy	philosophical_rhetorical	2	5	7	heterodoxia — heterodoxy, departure from orthodoxy	PCIC C2 / RAE
heterogéneo	adjective	heterogeneous, mixed	philosophical_rhetorical	2	4	6	heterogéneo — heterogeneous, mixed, of dissimilar elements	PCIC C2 / RAE
histeria	noun	hysteria	psychological_abstract	6	4	6	histeria — hysteria, extreme uncontrolled emotion or excitement	PCIC C2 / RAE
homofonía	noun	homophony	cultural_arts	8	5	6	homofonía — homophony, the state of having the same pronunciation as another word	PCIC C2 / RAE
homologación	noun	standardization, homologation	formal_administrative	1	4	6	homologación — standardization, homologation, official approval	PCIC C2 / RAE
honorario	noun	fee, honorarium	formal_administrative	1	4	6	honorario — fee, honorarium; honorary	PCIC C2 / RAE
hostilidad	noun	hostility	literary_poetic	0	4	5	hostilidad — hostility, aggressive opposition	PCIC C2 / RAE
humanismo	noun	humanism	philosophical_rhetorical	2	4	6	humanismo — humanism, a philosophical stance emphasizing human potential	PCIC C2 / RAE
humillación	noun	humiliation	literary_poetic	0	4	5	humillación — humiliation, the action of humiliating someone	PCIC C2 / RAE
idealismo	noun	idealism	philosophical_rhetorical	2	4	6	idealismo — idealism, belief in perfect ideals; philosophical idealism	PCIC C2 / RAE
idiosincrasia	noun	idiosyncrasy	philosophical_rhetorical	2	4	8	idiosincrasia — idiosyncrasy, a distinctive individual characteristic	PCIC C2 / RAE
idólatra	adjective	idolatrous, worshipping idols	literary_poetic	0	4	7	idólatra — idolatrous, worshipping idols; an idolater	PCIC C2 / RAE
ignorancia	noun	ignorance	philosophical_rhetorical	2	4	4	ignorancia — ignorance, lack of knowledge (C2 context: epistemological usage)	PCIC C2 / RAE
ímprobo	adjective	dishonest; also: arduous	literary_poetic	0	5	8	ímprobo — dishonest, corrupt; also: arduous, demanding enormous effort	PCIC C2 / RAE
impugnar	verb	to challenge, to contest	legal_juridical	3	4	6	impugnar — to challenge, to contest (a decision or fact legally)	PCIC C2 / RAE
incidir	verb	to have an impact on	formal_administrative	1	4	5	incidir — to have an impact on, to affect, to fall upon	PCIC C2 / RAE
incipiente	adjective	incipient, beginning	formal_administrative	1	4	6	incipiente — incipient, in an early stage of development	PCIC C2 / RAE
incoherencia	noun	incoherence	philosophical_rhetorical	2	4	5	incoherencia — incoherence, lack of logical connection	PCIC C2 / RAE
incontrovertible	adjective	incontrovertible, undeniable	formal_administrative	1	4	7	incontrovertible — incontrovertible, undeniable, impossible to dispute	PCIC C2 / RAE
indulgencia	noun	indulgence, leniency	literary_poetic	0	4	6	indulgencia — indulgence, leniency; a papal indulgence	PCIC C2 / RAE
ineficiencia	noun	inefficiency	formal_administrative	1	4	5	ineficiencia — inefficiency, failure to make good use of resources	PCIC C2 / RAE
infractor	noun	offender, violator	legal_juridical	3	4	6	infractor — offender, one who violates a rule or law	PCIC C2 / RAE
ingente	adjective	huge, enormous	literary_poetic	0	4	7	ingente — huge, enormous, very large	PCIC C2 / RAE
injuriar	verb	to insult, to defame	legal_juridical	3	4	6	injuriar — to insult, to defame, to cause injuria	PCIC C2 / RAE
innato	adjective	innate, inborn	philosophical_rhetorical	2	4	6	innato — innate, inborn, present from birth	PCIC C2 / RAE
insidioso	adjective	insidious, treacherous	literary_poetic	0	4	7	insidioso — insidious, proceeding in a gradual, harmful way	PCIC C2 / RAE
insurgencia	noun	insurgency	economic_political_advanced	7	4	6	insurgencia — insurgency, a rebellion against authority	PCIC C2 / RAE
intangible	adjective	intangible	philosophical_rhetorical	2	4	5	intangible — intangible, unable to be touched; vague or elusive	PCIC C2 / RAE
interdicción	noun	interdiction, prohibition	legal_juridical	3	5	7	interdicción — interdiction, a court order forbidding an action; prohibition	PCIC C2 / RAE
intransigente	adjective	intransigent, uncompromising	formal_administrative	1	4	7	intransigente — intransigent, uncompromising, refusing to agree	PCIC C2 / RAE
inverecundo	adjective	shameless, immodest	archaic_rare	5	5	7	inverecundo — shameless, immodest (archaic/literary)	PCIC C2 / RAE
irrisión	noun	mockery, derision	literary_poetic	0	4	7	irrisión — mockery, derision, object of ridicule	PCIC C2 / RAE
lacóniamente	adverb	laconically, tersely	philosophical_rhetorical	2	4	6	lacónicamente — laconically, tersely, in a laconic manner	PCIC C2 / RAE
lapidario	adjective	lapidary, terse and memorable	literary_poetic	0	5	8	lapidario — lapidary; terse and memorable (una frase lapidaria: a pithy statement)	PCIC C2 / RAE
lascivia	noun	lasciviousness, licentiousness	literary_poetic	0	5	7	lascivia — lasciviousness, licentiousness	PCIC C2 / RAE
laxitud	noun	laxity, looseness	formal_administrative	1	4	6	laxitud — laxity, looseness; lack of moral strictness	PCIC C2 / RAE
letargo	noun	lethargy	psychological_abstract	6	4	6	letargo — lethargy, a state of tiredness and inactivity	PCIC C2 / RAE
levedad	noun	lightness, levity	literary_poetic	0	4	7	levedad — lightness, levity (literal or figurative)	PCIC C2 / RAE
libertinaje	noun	libertinism, licentiousness	literary_poetic	0	4	7	libertinaje — libertinism, licentiousness, disregard for moral restraint	PCIC C2 / RAE
litigante	noun	litigant	legal_juridical	3	4	6	litigante — litigant, a party involved in a lawsuit	PCIC C2 / RAE
lúcido	adjective	lucid, clear-minded	psychological_abstract	6	4	6	lúcido — lucid, clear-minded, mentally alert	PCIC C2 / RAE
lugarteniente	noun	lieutenant, deputy	formal_administrative	1	4	6	lugarteniente — lieutenant, deputy, one who acts in place of another	PCIC C2 / RAE
magisterio	noun	teaching profession, mastery	cultural_arts	8	4	7	magisterio — the teaching profession; mastery, authoritative teaching	PCIC C2 / RAE
maniobra	noun	maneuver, ploy	literary_poetic	0	4	6	maniobra — maneuver (military); ploy, tactic	PCIC C2 / RAE
maquiavélico	adjective	Machiavellian, cunning	philosophical_rhetorical	2	4	8	maquiavélico — Machiavellian, cunning and unscrupulous	PCIC C2 / RAE
martirio	noun	martyrdom, torment	literary_poetic	0	4	7	martirio — martyrdom; great suffering or torment	PCIC C2 / RAE
matización	noun	nuancing, shading	philosophical_rhetorical	2	4	6	matización — nuancing, shading, adding qualifications or nuances	PCIC C2 / RAE
meandro	noun	meander, winding	literary_poetic	0	4	7	meandro — meander, a winding bend in a river; a tortuous path	PCIC C2 / RAE
mediación	noun	mediation	legal_juridical	3	4	5	mediación — mediation, intervention to resolve a dispute	PCIC C2 / RAE
megalomanía	noun	megalomania	psychological_abstract	6	4	7	megalomanía — megalomania, obsession with great or grandiose things	PCIC C2 / RAE
melancólico	adjective	melancholic, melancholy	literary_poetic	0	4	6	melancólico — melancholic, experiencing deep sadness	PCIC C2 / RAE
menoscabar	verb	to diminish, to impair	formal_administrative	1	4	7	menoscabar — to diminish, to impair, to damage (rights or dignity)	PCIC C2 / RAE
mentalidad	noun	mentality, mindset	philosophical_rhetorical	2	4	5	mentalidad — mentality, mindset, way of thinking	PCIC C2 / RAE
meritorio	adjective	meritorious, praiseworthy	formal_administrative	1	4	6	meritorio — meritorious, praiseworthy, deserving reward	PCIC C2 / RAE
mesianismo	noun	messianism	philosophical_rhetorical	2	4	7	mesianismo — messianism, belief in a messianic figure or mission	PCIC C2 / RAE
meticulosidad	noun	meticulousness	formal_administrative	1	4	6	meticulosidad — meticulousness, extreme care for detail	PCIC C2 / RAE
minucioso	adjective	meticulous, painstaking	formal_administrative	1	4	5	minucioso — meticulous, painstaking, paying careful attention to detail	PCIC C2 / RAE
miseria	noun	misery, wretchedness	literary_poetic	0	4	5	miseria — misery, wretchedness; squalor, extreme poverty	PCIC C2 / RAE
mitigación	noun	mitigation	legal_juridical	3	4	6	mitigación — mitigation, lessening the gravity or pain of something	PCIC C2 / RAE
modus vivendi	noun	modus vivendi, compromise	formal_administrative	1	4	7	modus vivendi — modus vivendi, a working arrangement or compromise	PCIC C2 / RAE
mojigato	adjective	sanctimonious, prudish	literary_poetic	0	4	7	mojigato — sanctimonious, prudish, excessively pious	PCIC C2 / RAE
monarca	noun	monarch, ruler	economic_political_advanced	7	4	5	monarca — monarch, a hereditary sovereign ruler	PCIC C2 / RAE
monoteísmo	noun	monotheism	philosophical_rhetorical	2	4	6	monoteísmo — monotheism, belief in a single god	PCIC C2 / RAE
mordacidad	noun	mordacity, sharpness	philosophical_rhetorical	2	4	7	mordacidad — mordacity, sharpness of wit or language	PCIC C2 / RAE
munificencia	noun	munificence, generosity	literary_poetic	0	5	8	munificencia — munificence, lavish generosity	PCIC C2 / RAE
narcisista	adjective	narcissistic	psychological_abstract	6	4	6	narcisista — narcissistic, excessively self-admiring	PCIC C2 / RAE
negligencia	noun	negligence	legal_juridical	3	4	5	negligencia — negligence, failure to take proper care	PCIC C2 / RAE
nepotismo	noun	nepotism	economic_political_advanced	7	4	7	nepotismo — nepotism, favoritism toward relatives in appointments	PCIC C2 / RAE
nulidad	noun	nullity, invalidity	legal_juridical	3	4	6	nulidad — nullity, invalidity (legal: a void or null act)	PCIC C2 / RAE
obrar	verb	to act, to perform, to proceed	formal_administrative	1	4	6	obrar — to act, to perform; to have an effect; to be in one's possession (archaic)	PCIC C2 / RAE
obsoleto	adjective	obsolete, outdated	formal_administrative	1	4	5	obsoleto — obsolete, outdated, no longer used	PCIC C2 / RAE
obtuso	adjective	obtuse, slow-witted	philosophical_rhetorical	2	4	6	obtuso — obtuse (geometry); also: slow-witted, dull	PCIC C2 / RAE
oportunismo	noun	opportunism	economic_political_advanced	7	4	6	oportunismo — opportunism, taking advantage of circumstances without principle	PCIC C2 / RAE
ordenamiento	noun	legal order, statute	legal_juridical	3	4	6	ordenamiento — legal order, statute; system of norms	PCIC C2 / RAE
ostracismo	noun	ostracism	economic_political_advanced	7	4	7	ostracismo — ostracism, exclusion from society or a group	PCIC C2 / RAE
paciencia	noun	patience	psychological_abstract	6	4	4	paciencia — patience (included for C2 collocations: patience exhausted, virtue)	PCIC C2 / RAE
paladín	noun	paladin, champion	literary_poetic	0	4	8	paladín — paladin, a champion of a cause	PCIC C2 / RAE
pandemia	noun	pandemic	specialized_scientific	4	4	5	pandemia — pandemic, a widespread epidemic	PCIC C2 / RAE
paradójico	adjective	paradoxical	philosophical_rhetorical	2	4	6	paradójico — paradoxical, seemingly contradictory but potentially true	PCIC C2 / RAE
paroxismo	noun	paroxysm	literary_poetic	0	4	7	paroxismo — paroxysm, a sudden attack or outburst	PCIC C2 / RAE
paternalismo	noun	paternalism	economic_political_advanced	7	4	7	paternalismo — paternalism, restricting freedoms for one's own good	PCIC C2 / RAE
pauperismo	noun	pauperism	economic_political_advanced	7	4	7	pauperismo — pauperism, the state of being extremely poor	PCIC C2 / RAE
pedigree	noun	pedigree, lineage	literary_poetic	0	4	6	pedigrí — pedigree, lineage, record of ancestry	PCIC C2 / RAE
pérfidamente	adverb	perfidiously, treacherously	literary_poetic	0	5	7	pérfidamente — perfidiously, treacherously	PCIC C2 / RAE
pernicioso	adjective	pernicious, harmful	literary_poetic	0	4	7	pernicioso — pernicious, having a harmful effect	PCIC C2 / RAE
perplejidad	noun	perplexity, bewilderment	psychological_abstract	6	4	7	perplejidad — perplexity, bewilderment, the state of being confused	PCIC C2 / RAE
piadoso	adjective	pious, devout	literary_poetic	0	4	6	piadoso — pious, devout; also: merciful, compassionate	PCIC C2 / RAE
picardía	noun	roguery, cunning trick	literary_poetic	0	4	7	picardía — roguery, a cunning trick; also: the quality of the pícaro	PCIC C2 / RAE
pleitear	verb	to litigate, to go to court	legal_juridical	3	4	6	pleitear — to litigate, to go to court, to bring or defend a lawsuit	PCIC C2 / RAE
pleito	noun	lawsuit, dispute	legal_juridical	3	4	6	pleito — lawsuit, legal dispute	PCIC C2 / RAE
polémico	adjective	polemical, controversial	philosophical_rhetorical	2	4	6	polémico — polemical, controversial, debatable	PCIC C2 / RAE
populismo	noun	populism	economic_political_advanced	7	4	7	populismo — populism, political approach appealing to ordinary people	PCIC C2 / RAE
porfiar	verb	to persist stubbornly, to insist	literary_poetic	0	4	7	porfiar — to persist stubbornly, to insist obstinately	PCIC C2 / RAE
predilección	noun	predilection, preference	literary_poetic	0	4	7	predilección — predilection, a special preference	PCIC C2 / RAE
predicamento	noun	predicament, standing	philosophical_rhetorical	2	4	7	predicamento — predicament; also: prestige, standing	PCIC C2 / RAE
prepotencia	noun	arrogance, dominance	literary_poetic	0	4	7	prepotencia — arrogance, overbearing dominance, abuse of power	PCIC C2 / RAE
prerrogativa	noun	prerogative	formal_administrative	1	4	6	prerrogativa — prerogative, an exclusive right or privilege	PCIC C2 / RAE
prescindir	verb	to dispense with, to do without	formal_administrative	1	4	6	prescindir — to dispense with, to do without, to set aside	PCIC C2 / RAE
prevaricador	noun	corrupt official	legal_juridical	3	5	7	prevaricador — one who commits prevaricación; a corrupt official	PCIC C2 / RAE
proclividad	noun	proclivity, inclination	psychological_abstract	6	4	7	proclividad — proclivity, a natural inclination toward something	PCIC C2 / RAE
profanación	noun	profanation, desecration	literary_poetic	0	4	7	profanación — profanation, desecration of sacred things	PCIC C2 / RAE
prolijidad	noun	prolixity, verbosity	philosophical_rhetorical	2	4	7	prolijidad — prolixity, verbosity, excessive length in speech	PCIC C2 / RAE
propagandístico	adjective	propagandistic	economic_political_advanced	7	4	6	propagandístico — propagandistic, relating to or using propaganda	PCIC C2 / RAE
propalar	verb	to spread, to divulge	literary_poetic	0	5	7	propalar — to spread widely, to divulge (a secret or news)	PCIC C2 / RAE
prosternarse	verb	to prostrate oneself	literary_poetic	0	5	7	prosternarse — to prostrate oneself, to bow down in reverence	PCIC C2 / RAE
protagonismo	noun	prominence, need for attention	psychological_abstract	6	4	6	protagonismo — prominence, the desire for the leading role or attention	PCIC C2 / RAE
pugnar	verb	to struggle, to fight	literary_poetic	0	4	7	pugnar — to struggle, to fight earnestly for or against	PCIC C2 / RAE
puntilloso	adjective	punctilious, touchy	literary_poetic	0	4	7	puntilloso — punctilious, overly concerned with etiquette; touchy about honor	PCIC C2 / RAE
purgar	verb	to purge, to atone for	literary_poetic	0	4	7	purgar — to purge (politically or physically); to atone for sins	PCIC C2 / RAE
rapacidad	noun	rapacity, greed	literary_poetic	0	5	7	rapacidad — rapacity, greed, aggressively greedy behavior	PCIC C2 / RAE
razonar	verb	to reason, to argue logically	philosophical_rhetorical	2	4	5	razonar — to reason, to argue logically, to give reasons	PCIC C2 / RAE
recalcar	verb	to emphasize, to stress	philosophical_rhetorical	2	4	6	recalcar — to emphasize, to stress, to repeat insistently	PCIC C2 / RAE
recelo	noun	mistrust, suspicion	psychological_abstract	6	4	7	recelo — mistrust, suspicion, wariness	PCIC C2 / RAE
redoblamiento	noun	redoubling	literary_poetic	0	4	6	redoblamiento — redoubling, increasing twofold	PCIC C2 / RAE
refrán	noun	proverb, saying	cultural_arts	8	4	6	refrán — proverb, saying, adage	PCIC C2 / RAE
remordimiento	noun	remorse, regret	psychological_abstract	6	4	7	remordimiento — remorse, deep regret for past actions	PCIC C2 / RAE
resignación	noun	resignation, acceptance	psychological_abstract	6	4	6	resignación — resignation, acceptance of something unpleasant	PCIC C2 / RAE
resquemor	noun	resentment, soreness	psychological_abstract	6	4	7	resquemor — resentment, a lingering feeling of bitterness	PCIC C2 / RAE
retórica	noun	rhetoric	philosophical_rhetorical	2	4	6	retórica — rhetoric, the art of persuasion through language	PCIC C2 / RAE
rígido	adjective	rigid, strict	formal_administrative	1	4	5	rígido — rigid, strict, inflexible	PCIC C2 / RAE
rivalidad	noun	rivalry	literary_poetic	0	4	5	rivalidad — rivalry, competition between two parties	PCIC C2 / RAE
robustez	noun	robustness, strength	literary_poetic	0	4	6	robustez — robustness, strength, vigor	PCIC C2 / RAE
sabiduría	noun	wisdom	philosophical_rhetorical	2	4	5	sabiduría — wisdom, deep knowledge and understanding	PCIC C2 / RAE
sacrilego	adjective	sacrilegious	literary_poetic	0	4	7	sacrílego — sacrilegious, involving or committing sacrilege	PCIC C2 / RAE
sagacidad	noun	sagacity, shrewdness	philosophical_rhetorical	2	4	7	sagacidad — sagacity, shrewdness, wisdom in practical matters	PCIC C2 / RAE
sapiencia	noun	wisdom, sapiency	philosophical_rhetorical	2	5	7	sapiencia — wisdom, sapiency, knowledge (literary/formal synonym of sabiduría)	PCIC C2 / RAE
secularismo	noun	secularism	economic_political_advanced	7	4	6	secularismo — secularism, the principle of separation of religion from public life	PCIC C2 / RAE
semiótica	noun	semiotics	philosophical_rhetorical	2	5	8	semiótica — semiotics, the study of signs and symbols	PCIC C2 / RAE
sesgo	noun	bias, slant, angle	philosophical_rhetorical	2	4	7	sesgo — bias, slant, angle; a diagonal cut	PCIC C2 / RAE
sibilino	adjective	sibylline, enigmatic	literary_poetic	0	5	8	sibilino — sibylline, enigmatic, mysteriously prophetic	PCIC C2 / RAE
simulacro	noun	simulacrum, mock exercise	literary_poetic	0	4	7	simulacro — simulacrum; a mock exercise; a mere pretense	PCIC C2 / RAE
sinvergüenza	noun	scoundrel, brazen person	literary_poetic	0	4	7	sinvergüenza — scoundrel, shameless person, brazen individual	PCIC C2 / RAE
sofisma	noun	sophism, specious argument	philosophical_rhetorical	2	5	8	sofisma — sophism, a specious but fallacious argument	PCIC C2 / RAE
solemne	adjective	solemn, grave	literary_poetic	0	4	5	solemne — solemn, grave, formal and dignified	PCIC C2 / RAE
solipsismo	noun	solipsism	philosophical_rhetorical	2	5	9	solipsismo — solipsism, the view that only the self exists or can be known	PCIC C2 / RAE
soltura	noun	ease, fluency, naturalness	literary_poetic	0	4	7	soltura — ease, fluency, natural grace; freedom from restraint	PCIC C2 / RAE
soterrar	verb	to bury, to suppress	literary_poetic	0	5	7	soterrar — to bury underground; to suppress or conceal	PCIC C2 / RAE
sublimación	noun	sublimation	psychological_abstract	6	4	7	sublimación — sublimation (chemistry or psychology); elevation to something noble	PCIC C2 / RAE
suficiencia	noun	sufficiency, self-assurance	psychological_abstract	6	4	6	suficiencia — sufficiency; self-assurance, often smug	PCIC C2 / RAE
sujeción	noun	subjection, fastening	formal_administrative	1	4	6	sujeción — subjection, control; fastening, constraint	PCIC C2 / RAE
supeditar	verb	to subordinate, to make conditional	formal_administrative	1	4	7	supeditar — to subordinate, to make conditional on	PCIC C2 / RAE
superfluo	adjective	superfluous, unnecessary	formal_administrative	1	4	6	superfluo — superfluous, unnecessary, exceeding what is needed	PCIC C2 / RAE
suplicio	noun	torment, capital punishment	literary_poetic	0	5	7	suplicio — torment, great suffering; form of capital punishment	PCIC C2 / RAE
suscitar	verb	to arouse, to give rise to	formal_administrative	1	4	6	suscitar — to arouse, to give rise to (debate, interest)	PCIC C2 / RAE
táctica	noun	tactic, strategy	literary_poetic	0	4	5	táctica — tactic, strategy, a planned procedure	PCIC C2 / RAE
taciturno	adjective	taciturn, silent	literary_poetic	0	4	7	taciturno — taciturn, silent, habitually reserved	PCIC C2 / RAE
tecnocracia	noun	technocracy	economic_political_advanced	7	4	7	tecnocracia — technocracy, government or rule by technical experts	PCIC C2 / RAE
temeridad	noun	temerity, rashness	literary_poetic	0	4	7	temeridad — temerity, rashness, excessive confidence	PCIC C2 / RAE
teorema	noun	theorem	specialized_scientific	4	4	6	teorema — theorem, a mathematical proposition proved by reasoning	PCIC C2 / RAE
terquedad	noun	stubbornness, obstinacy	psychological_abstract	6	4	6	terquedad — stubbornness, obstinacy	PCIC C2 / RAE
tirón	noun	pull, tug, stretch	literary_poetic	0	4	6	tirón — pull, tug; a burst of effort; de un tirón: in one go	PCIC C2 / RAE
tiranía	noun	tyranny	economic_political_advanced	7	4	6	tiranía — tyranny, cruel and arbitrary exercise of power	PCIC C2 / RAE
tóxico	adjective	toxic, poisonous	specialized_scientific	4	4	5	tóxico — toxic, poisonous (literal or figurative)	PCIC C2 / RAE
trajinar	verb	to bustle about, to travel	literary_poetic	0	4	6	trajinar — to bustle about; to travel back and forth	PCIC C2 / RAE
transgredir	verb	to transgress, to violate	legal_juridical	3	4	6	transgredir — to transgress, to violate (a law or boundary)	PCIC C2 / RAE
trastocar	verb	to disrupt, to rearrange	literary_poetic	0	4	6	trastocar — to disrupt, to rearrange, to upset the order of	PCIC C2 / RAE
triunfalismo	noun	triumphalism	economic_political_advanced	7	4	7	triunfalismo — triumphalism, excessive celebration of success	PCIC C2 / RAE
turbulencia	noun	turbulence	literary_poetic	0	4	5	turbulencia — turbulence (air or social)	PCIC C2 / RAE
unanimidad	noun	unanimity	formal_administrative	1	4	6	unanimidad — unanimity, complete agreement	PCIC C2 / RAE
uncir	verb	to yoke, to harness	archaic_rare	5	5	7	uncir — to yoke, to harness (an animal to a cart); to subjugate	PCIC C2 / RAE
unilateralismo	noun	unilateralism	economic_political_advanced	7	4	7	unilateralismo — unilateralism, a foreign policy of acting independently	PCIC C2 / RAE
urdimbre	noun	warp (weaving), scheme	literary_poetic	0	5	8	urdimbre — the warp in weaving; figuratively: a complex scheme or plot	PCIC C2 / RAE
utopismo	noun	utopianism	philosophical_rhetorical	2	4	7	utopismo — utopianism, belief in an ideal but unrealizable state	PCIC C2 / RAE
vacuidad	noun	vacuity, emptiness	philosophical_rhetorical	2	4	7	vacuidad — vacuity, emptiness, lack of content or substance	PCIC C2 / RAE
vaguedad	noun	vagueness, haziness	philosophical_rhetorical	2	4	6	vaguedad — vagueness, haziness, lack of precision	PCIC C2 / RAE
vaivén	noun	swaying, alternation	literary_poetic	0	4	7	vaivén — swaying, rocking motion; alternation, ups and downs	PCIC C2 / RAE
vanidad	noun	vanity, futility	literary_poetic	0	4	5	vanidad — vanity, conceit; also: futility, emptiness	PCIC C2 / RAE
vecindad	noun	vicinity, proximity	formal_administrative	1	4	5	vecindad — vicinity, proximity; neighborhood; neighborly relation	PCIC C2 / RAE
vejamen	noun	humiliation, scolding	literary_poetic	0	5	7	vejamen — humiliation, public scolding or satirical critique	PCIC C2 / RAE
veleidoso	adjective	capricious, fickle	literary_poetic	0	4	7	veleidoso — capricious, fickle, changeable in desires	PCIC C2 / RAE
venganza	noun	vengeance, revenge	literary_poetic	0	4	5	venganza — vengeance, revenge	PCIC C2 / RAE
verborrea	noun	verbal diarrhea, logorrhea	literary_poetic	0	4	7	verborrea — verbal diarrhea, logorrhea, excessive and often incoherent talking	PCIC C2 / RAE
verecundia	noun	modesty, shame	archaic_rare	5	5	7	verecundia — modesty, shame (archaic/literary)	PCIC C2 / RAE
veredicto	noun	verdict	legal_juridical	3	4	6	veredicto — verdict, a decision reached by a jury or judge	PCIC C2 / RAE
vicio	noun	vice, defect	literary_poetic	0	4	5	vicio — vice, moral failing; defect; bad habit	PCIC C2 / RAE
vigilancia	noun	vigilance, surveillance	formal_administrative	1	4	5	vigilancia — vigilance, watchfulness; surveillance	PCIC C2 / RAE
vigorosamente	adverb	vigorously	literary_poetic	0	4	5	vigorosamente — vigorously, with great energy	PCIC C2 / RAE
villanía	noun	villainy, baseness	literary_poetic	0	5	7	villanía — villainy, baseness, an act of extreme wickedness	PCIC C2 / RAE
virtuosismo	noun	virtuosity	cultural_arts	8	4	7	virtuosismo — virtuosity, great technical skill in the arts	PCIC C2 / RAE
volición	noun	volition, will	philosophical_rhetorical	2	5	7	volición — volition, the faculty or power of using one's will	PCIC C2 / RAE
vulnerabilidad	noun	vulnerability	psychological_abstract	6	4	5	vulnerabilidad — vulnerability, susceptibility to harm	PCIC C2 / RAE
yuxtaposición	noun	juxtaposition	philosophical_rhetorical	2	4	7	yuxtaposición — juxtaposition, placing two things side by side for contrast	PCIC C2 / RAE
zarrapastroso	adjective	shabby, slovenly	literary_poetic	0	4	8	zarrapastroso — shabby, slovenly, poorly dressed	PCIC C2 / RAE
zozobrar	verb	to capsize, to founder	literary_poetic	0	4	7	zozobrar — to capsize; to founder, to fail, to be overwhelmed by anxiety	PCIC C2 / RAE
